Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?,Country,Continent,Department 1,Department 2,Level
Faculty of Science,National Taiwan University,BSE5071,Climate Change and Environmental Ecology,3,,,,LSM3272,Global Change Biology,4,,,,Y,Taiwan,Asia,LSM,,3
NUS Business School,National Taiwan University,GMBA7059,COMPETITIVE STRATEGY,3,,,,BSP3701,Strategic Management,4,,,,Y,Taiwan,Asia,BSP,,3
School of Computing,National Taiwan University,CSIE3230,Compiler Design,3,,,,CS4212,Compiler Design,4,,,,,Taiwan,Asia,CS,,4
School of Computing,National Taiwan University,CSIE3510,Computer Networks,3,,,,CS2105,Intro to Computer Networks,4,,,,,Taiwan,Asia,CS,,2
School of Computing,National Taiwan University,IM3010,Computer Networks and Applications,3,,,,CS2105,Intro to Computer Networks,4,,,,N,Taiwan,Asia,CS,,2
School of Computing,National Taiwan University,CSIE7110,Computing Theory,3,,,,CS4232,Theory of Computation,4,,,,,Taiwan,Asia,CS,,4
Faculty of Science,National Taiwan University,OCEAN5097,Coral Reef Ecosystem in a Changing World,3,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
NUS Business School,National Taiwan University,ECON3019,CORPORATE FINANCE,3,,,,FIN3701,Corporate Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN8052,Corporate Finance,3,,,,FIN3701,Corporate Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,BIZ-DO-ZXY1121,"CULTURAL AND TECHNOLOGICAL INNOVATIONS, SOCIAL ENTERPRISES AND SUSTAINABILITY",2,,,,BSN3701,Technological Innovation,4,,,,Y,Taiwan,Asia,BSN,,3
NUS Business School,National Taiwan University,BIZ-DO-ZXY1121,"CULTURAL AND TECHNOLOGICAL INNOVATIONS, SOCIAL ENTERPRISES AND SUSTAINABILITY",2,,,,TR3008,Technological Innovation,4,,,,Y,Taiwan,Asia,TR,,3
NUS Business School,National Taiwan University,GMBA5028,DATA SCIENCE AND BUSINESS ANALYTICS,3,,,,DBA3803,Predictive Analytics in Biz,4,,,,Y,Taiwan,Asia,DBA,,3
School of Computing,National Taiwan University,IM3008,Database Management,3,,,,CS2102,Database Systems,4,,,,N,Taiwan,Asia,CS,,2
School of Computing,National Taiwan University,LIS5076,Database Management System,3,,,,CS2102,Database Systems,4,,,,,Taiwan,Asia,CS,,2
School of Computing,National Taiwan University,CSIE4240,Database Systems,3,,,,CS2102,Database Systems,4,,,,,Taiwan,Asia,CS,,2
Faculty of Science,National Taiwan University,HORT3008,Deciduous Fruits (I),3,,,,LSM3256,Tropical Horticulture,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,HORT 3009,Deciduous Fruits (II),4,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
NUS Business School,National Taiwan University,FIN5050,DERIVATIVES TRADING,2,,,,FIN3712,Options and Futures,4,,,,Y,Taiwan,Asia,FIN,,3
School of Computing,National Taiwan University,CSIE5098,Digital Image Synthesis,3,,,,CS4247,Graphics Rendering Techniques,4,,,,N,Taiwan,Asia,CS,,4
NUS Business School,National Taiwan University,OIM5006,DIGITAL MARKETING,2,,,,MKT3714,Marketing in a Digital Age,4,,,,Y,Taiwan,Asia,MKT,,3
Faculty of Engineering,National Taiwan University,AM7021,DYNAMICS,3,,,,ME4662,Exchange Technical Elective,4,,,,Y,Taiwan,Asia,ME,,4
Faculty of Science,National Taiwan University,LS5019,Early Developmental Embryology,2,,,,LSM3233,Developmental Biology,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,ENT3003,Ecology,3,,,,LSM3255,Ecology of Terrestrial Env,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Arts & Social Sci,National Taiwan University,PS3206,Economic and Regional International Organizations,2,,,,PS3251,International & Regional Orgs,4,,,,Y,Taiwan,Asia,PS,,3
NUS Business School,National Taiwan University,IB7007,ECONOMICS OF STRATEGY,3,,,,BSP3701,Strategic Management,4,,,,Y,Taiwan,Asia,BSP,,3
Faculty of Engineering,National Taiwan University,AM7050,ELASTICITY ( I ),3,,,,ME4662,Exchange Technical Elective,4,,,,Y,Taiwan,Asia,ME,,4
Faculty of Science,National Taiwan University,BCHEM8021,Experimental Molecular Biophysics,3,,,,LSM3243,Molecular Biophysics,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,FOREST 5035,Exploring Taiwan: Natural Environment and Resources,4,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,OCEAN 5089,Exploring the Deep Sea,4,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,AGRON 2004,Farm Crops,3,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,Taiwan,Asia,LSM,,2
NUS Business School,National Taiwan University,FIN3015,FINANCIAL ENGINEERING,3,,,,FIN3712,Options and Futures,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN7030,FINANCIAL INSTITUTIONS AND MARKETS,3,,,,FIN3761X,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,IB7014,Financial Management,3,,,,FIN3701,Corporate Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN7023,Financial Management,3,,,,FIN3701,Corporate Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN3002,FINANCIAL STATEMENT ANALYSIS,3,,,,FIN3113,Financial Statement Analysis,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,GMBA7015,FUTURES AND OPTIONS MARKETS,3,,,,FIN3712,Options and Futures,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN5035,GAMES IN FINANCE,,,,,FIN3761X,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Science,National Taiwan University,BSE 2029,General Ecology,3,,,,LSM2251,Ecology and Environment,4,,,,Y,Taiwan,Asia,LSM,,2
NUS Business School,National Taiwan University,IB7095,Global Brand Management,3,,,,MKT3719,Branding Strategy,4,,,,Y,Taiwan,Asia,MKT,,3
NUS Business School,National Taiwan University,GMBA7086,Global Value Investing: Theory and Practice,3,,,,FIN3718,Value Investing in Asia,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Science,National Taiwan University,AGRON1013,Hand-on Experience of Field Life,1,,,,LSM1996,Exchange Enrichment Level 1000,2,,,,Y,Taiwan,Asia,LSM,,1
Faculty of Science,National Taiwan University,ENT4002,Insect Conservation,3,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,ENT4009,Insects and the Life of Mankind,2,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,Taiwan,Asia,LSM,,2
NUS Business School,National Taiwan University,FIN3005,INSURANCE (A),3,,,,FIN3715,Risk and Insurance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,OIM5004,INTERNATIONAL BUSINESS IN ASIA,2,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Taiwan,Asia,MNO,,3
NUS Business School,National Taiwan University,IB7018,International Business Strategy,3,,,,BSP3701,Strategic Management,4,,,,Y,Taiwan,Asia,BSP,,3
NUS Business School,National Taiwan University,FIN3013,INTERNATIONAL FINANCIAL MARKET,3,,,,FIN3703,Financial Markets,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Science,National Taiwan University,EEB 5054,Intertidal Ecology: A Field Study Approach,4,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
School of Computing,National Taiwan University,EE4020,Introduction to Computer Networks,3,,,,CS2105,Intro to Computer Networks,4,,,,,Taiwan,Asia,CS,,2
School of Computing,National Taiwan University,9028040,Introduction to Computer Science,3,,,,CS2100,Computer Organisation,4,,,,,Taiwan,Asia,CS,,2
Faculty of Arts & Social Sci,National Taiwan University,PS4628,Introduction to European Politics,2,,,,PS2236,European Politics,4,,,,Y,Taiwan,Asia,PS,,2
Faculty of Science,National Taiwan University,FOREST 2041,Introduction to Forest Biomaterials,3,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
School of Computing,National Taiwan University,TB10310994,Introduction to Information Security,3,,,,CS2107,Introduction to Information Se,4,,,,N,Taiwan,Asia,CS,,2
Faculty of Arts & Social Sci,National Taiwan University,PS4618,Introduction to International Relations,2,,,,PS2237,Intro to International Relatns,4,,,,Y,Taiwan,Asia,PS,,2
Faculty of Science,National Taiwan University,FOREST 5024,Introduction to Terrestrial Biogeochem-istry,3,,,,LSM3255,Ecology of Terrestrial Env,4,,,,Y,Taiwan,Asia,LSM,,3
NUS Business School,National Taiwan University,FIN3011,INVESTMENT BANKING,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN2008,INVESTMENTS,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,IB3004,INVESTMENTS,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,GMBA5015,"LEADERSHIP, COMPLEXITY AND INNOVATION",3,,,,MNO2705,Lead.&Deci Making under Uncert,4,,,,Y,Taiwan,Asia,MNO,,2
NUS Business School,National Taiwan University,FIN3004,MANAGEMENT OF FINANCIAL INSTITUTIONS,3,,,,FIN3713,Bank Management,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Science,National Taiwan University,OCEAN5002,Marine Ecology,3,,,,LSM2251,Ecology and Environment,4,,,,Y,Taiwan,Asia,LSM,,2
NUS Business School,National Taiwan University,BA3001,Marketing Management,3,,,,MKT3761Z,Topics in Marketing,4,,,,Y,Taiwan,Asia,MKT,,3
NUS Business School,National Taiwan University,MBA5079,Marketing Theory and Innovation,3,,,,MKT3761Z,Topics in Marketing,4,,,,Y,Taiwan,Asia,MKT,,3
NUS Business School,National Taiwan University,GMBA7019,"MODERN BANKING MANAGEMENT, REGULATION & PUBLIC POLICY",3,,,,FIN3713,Bank Management,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,IB2011,MONEY AND BANKING,3,,,,FIN3761X,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN2007,MONEY AND BANKING,3,,,,FIN3713,Bank Management,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,MBA5036,NEW PRODUCT DEVELOPMENT AND MARKETING,3,,,,MKT3717,Product & Brand Management,4,,,,Y,Taiwan,Asia,MKT,,3
School of Computing,National Taiwan University,CSIE3310,Operating Systems,3,,,,CS2106,Intro to Operating Systems,4,,,,N,Taiwan,Asia,CS,,2
School of Computing,National Taiwan University,EE5173,Operating Systems,3,,,,CS2106,Intro to Operating Systems,4,,,,N,Taiwan,Asia,CS,,2
NUS Business School,National Taiwan University,MBA5071,Operations and Innovation Management Analytics,3,,,,DOS3701,Supply Chain Management,4,,,,Y,Taiwan,Asia,DOS,,3
NUS Business School,National Taiwan University,IM3003,OPERATIONS MANAGEMENT,3,,,,DAO2703,Operations and Technology Mana,4,,,,Y,Taiwan,Asia,DAO,,2
NUS Business School,National Taiwan University,BA2005,OPERATIONS MANAGEMENT,3,,,,DAO2703,Operations and Technology Mana,4,,,,Y,Taiwan,Asia,DAO,,2
NUS Business School,National Taiwan University,IB5024,OPTIONS AND FUTURES,3,,,,FIN3712,Options and Futures,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,GMBA7005,ORGANISATIONAL BEHAVIOUR,3,,,,MNO3703,Leading in the 21st Century,3,,,,Y,Taiwan,Asia,MNO,,3
NUS Business School,National Taiwan University,BA2006,ORGANIZATIONAL BEHAVIOR,3,,,,MNO3703,Leading in the 21st Century,4,,,,Y,Taiwan,Asia,MNO,,3
Faculty of Science,National Taiwan University,PHARM3001,Pharmacology,2,,,,LSM3211,Fundamental Pharmacology,4,,,,Y,Taiwan,Asia,LSM,,3
NUS Business School,National Taiwan University,FIN3006,PRACTICE IN INSURANCE,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Engineering,National Taiwan University,IE5041,Production and Operations Scheduling,3,,,,IE4004,Department Exchange Module,4,,,,Y,Taiwan,Asia,IE,,4
Faculty of Science,National Taiwan University,ANISCI2018,Rare Animals and Birds Science,3,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,3
NUS Business School,National Taiwan University,GMBA7112,Responsible Leadership,3,,,,MNO2705,Lead.&Deci Making under Uncert,4,,,,Y,Taiwan,Asia,MNO,,2
Faculty of Science,National Taiwan University,BSE5045,River Ecology: Concepts and Applications,3,,,,LSM3254,Ecology of Aquatic Environment,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,BSE 4045,River Ecology?Concepts & Applications,3,,,,LSM1991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,1
NUS Business School,National Taiwan University,FIN3020,SECURITY ANALYSIS,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,723M1040,Security Market Microstructure,3,,,,FIN3761Y,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,FIN7006,SECURITY MARKET MICROSTRUCTURE,3,,,,FIN3761X,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Science,National Taiwan University,LS 7011,Seminar in Developmental Biology,4,,,,LSM3233,Developmental Biology,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Arts & Social Sci,National Taiwan University,JOUR5012,Seminar on East Asia News,3,,,,PS3701,Political Science Exchange Mod,4,,,,Y,Taiwan,Asia,PS,,3
NUS Business School,National Taiwan University,FIN8002,SEMINAR ON FINANCE,3,,,,FIN3761X,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
Faculty of Arts & Social Sci,National Taiwan University,PS5672,Seminar on Political Economy of East Asia,2,,,,PS3711,Department Exchange Module,4,,,,Y,Taiwan,Asia,PS,,3
NUS Business School,National Taiwan University,FIN5060,SEMINAR ON PRACTICES OF INSURANCE INDUSTRY,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,Taiwan,Asia,FIN,,3
NUS Business School,National Taiwan University,GMBA7094,SERVICE AND OPERATIONS MANAGEMENT,3,,,,DAO2703,Operations and Technology Mana,4,,,,Y,Taiwan,Asia,DAO,,2
NUS Business School,National Taiwan University,IB5010,SERVICE MARKETING,3,,,,MKT3711,Services Marketing,4,,,,Y,Taiwan,Asia,MKT,,3
NUS Business School,National Taiwan University,GMBA7063,SOCIAL ENTREPRENEURSHIP AND SOCIAL BUSINESS,3,,,,MNO3811,Social Entrepreneurship,4,,,,Y,Taiwan,Asia,MNO,,3
NUS Business School,National Taiwan University,BA4001,STRATEGIC MANAGEMENT,3,,,,BSP3701,Strategic Management,4,,,,Y,Taiwan,Asia,BSP,,3
NUS Business School,National Taiwan University,TB10310833,SUPPLY CHAIN MANAGEMENT,3,,,,DOS3701,Supply Chain Management,4,,,,Y,Taiwan,Asia,DOS,,3
NUS Business School,National Taiwan University,GMBA7083,THE COMPLEXITIES OF LEADERSHIP AND FOLLOWERSHIP,3,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Taiwan,Asia,MNO,,3
School of Computing,National Taiwan University,EE5048,The Design and Analysis of Algorithms,3,,,,CS3230,Design & Analysis of Algorithm,4,,,,N,Taiwan,Asia,CS,,3
Faculty of Science,National Taiwan University,LS1042,The Exploration of Life,3,,,,LSM1991,Exchange Enrichment Module,4,,,,Y,Taiwan,Asia,LSM,,1
Faculty of Science,National Taiwan University,AGEC5038,The Impact and Adaptation of Climate Change,2,,,,LSM3272,Global Change Biology,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Taiwan University,EEB5085,Vegetation Ecology,2,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,Taiwan,Asia,LSM,,2
Faculty of Engineering,National Taiwan University of Science & Technology,ME4405,CORROSION AND CORROSION CONTROL,3,,,,ME4991,OOGT Exchange Elective 1,4,,,,Y,Taiwan,Asia,ME,,4
Faculty of Engineering,National Taiwan University of Science & Technology,ME4415701,INTRODUCTION TO BATTERIES,3,,,,ME3661,Technical Elective,4,,,,Y,Taiwan,Asia,ME,,3
Faculty of Engineering,National Taiwan University of Science & Technology,ME3210701,INTRODUCTION TO COMPUTER-AIDED STRUCTURAL ANALYSIS,3,,,,ME3663,Exchange Technical Elective,4,,,,Y,Taiwan,Asia,ME,,3
Faculty of Engineering,National Taiwan University of Science & Technology,ME4711701,INTRODUCTION TO ENERGY SOURCES,3,,,,ME3662,Technical Elective,4,,,,Y,Taiwan,Asia,ME,,3
Faculty of Engineering,National Taiwan University of Science & Technology,CT4308303,Project Management,3,,,,IE4240,Project Management,4,,,,,Taiwan,Asia,IE,,4
Faculty of Engineering,National Taiwan University of Science & Technology,IM4706701,Total Quality Management,3,,,,IE4604,Exchange Elective,4,,,,Y,Taiwan,Asia,IE,,4
Faculty of Engineering,National Taiwan University of Science & Technology,IM5113701,Usability Analysis,3,,,,IE4881,Exchange Elective,4,,,,Y,Taiwan,Asia,IE,,4
Faculty of Science,National Tsing Hua University,MS 413300,An Introduction to Life Science and Engineering,3,,,,LSM2991,Exchange Enrichment Level 2000,4,,,,Y,Taiwan,Asia,LSM,,2
School of Computing,National Tsing Hua University,10620QF 321300,Application and Practice of Financial Technology,3,,,,IS4228,Information Technologies in Fi,4,,,,N,Taiwan,Asia,IS,,4
School of Computing,National Tsing Hua University,10610CS 573300,Big Data Technology and Applications,3,,,,BT4221,Big Data Techniques & Technolo,4,,,,N,Taiwan,Asia,BT,,4
Faculty of Science,National Tsing Hua University,30450203,Biochemistry in English,3,,,,LSM1401,Fundamentals of Biochemistry,4,,,,Y,Taiwan,Asia,LSM,,1
Faculty of Science,National Tsing Hua University,30450283,Cell Biology,3,,,,LSM2233,Cell Biology,4,,,,Y,Taiwan,Asia,LSM,,2
Faculty of Science,National Tsing Hua University,30470093,Computational Biology,3,,,,LSM2241,Introductory Bioinformatics,4,,,,Y,Taiwan,Asia,LSM,,2
Faculty of Science,National Tsing Hua University,40450123,Developmental Biology,3,,,,LSM3233,Developmental Biology,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Tsing Hua University,80450532,Developmental Cell Biology: the cellular foundations of development,2,,,,LSM3233,Developmental Biology,4,,,,Y,Taiwan,Asia,LSM,,3
School of Computing,National Tsing Hua University,CS233602,Discrete Mathematics,3,,,,CS1231,Discrete Structures,4,,,,Y,Taiwan,Asia,CS,,1
Faculty of Science,National Tsing Hua University,30050162,Ecology,2,,,,LSM2251,Ecology and Environment,4,,,,Y,Taiwan,Asia,LSM,,2
School of Computing,National Tsing Hua University,10620QF 526200,Financial Technology,3,,,,IS4228,Information Technologies in Fi,4,,,,N,Taiwan,Asia,IS,,4
Faculty of Science,National Tsing Hua University,30450303,Genetics,3,,,,LSM1102,Molecular Genetics,4,,,,Y,Taiwan,Asia,LSM,,1
Faculty of Engineering,National Tsing Hua University,PME312000,HEAT AND MASS TRANSFER,3,,,,ME3122,Heat Transfer,4,,,,Y,Taiwan,Asia,ME,,3
Faculty of Science,National Tsing Hua University,LS 473200,Immunology,3,,,,LSM3223,Immunology,4,,,,Y,Taiwan,Asia,LSM,,3
School of Computing,National Tsing Hua University,AG7092,Introduction to Big Data Analytics and Applications,3,,,,BT4221,Big Data Techniques & Technolo,4,,,,,Taiwan,Asia,BT,,4
School of Computing,National Tsing Hua University,NHC741000,Introduction to Data Mining in Social Networks,3,,,,IS4241,Social Media Network Analysis,4,,,,,Taiwan,Asia,IS,,4
Faculty of Engineering,National Tsing Hua University,IEEM536600,MANUFACTURING SYSTEMS AND AUTOMATION,3,,,,ME4262,Automation In Manufacturing,4,,,,Y,Taiwan,Asia,ME,,4
Faculty of Science,National Tsing Hua University,80450462,Molecuar Evolution and origins of Life,2,,,,LSM3252,Evolutn & Comparative Genomics,4,,,,Y,Taiwan,Asia,LSM,,3
School of Computing,National Tsing Hua University,IBM6176　,Network Strategies: Method and Applications,3,,,,IS4241,Social Media Network Analysis,4,,,,,Taiwan,Asia,IS,,4
Faculty of Science,National Tsing Hua University,DMS 274100,Neurobiology,2,,,,LSM3215,Neuronal Signaling and Memory,4,,,,Y,Taiwan,Asia,LSM,,3
Faculty of Science,National Tsing Hua University,DMS 370700,Pharmacology,2,,,,LSM3211,Fundamental Pharmacology,4,,,,Y,Taiwan,Asia,LSM,,3
School of Computing,National Tsing Hua University,CS530600,Social Networks,3,,,,IS4241,Social Media Network Analysis,4,,,,,Taiwan,Asia,IS,,4
School of Computing,National Tsing Hua University,ISS507300,Text Mining,3,,,,BT4222,Mining Web Data for Business I,4,,,,,Taiwan,Asia,BT,,4
NUS Business School,New York University,BIZ-DO-ZXY1142,ADVANCED CORPORATE FINANCE,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1400,ADVANCED PORTFOLIO ANALYSIS,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1012,ADVERTISING MANAGEMENT,3,,,,MKT3718,Advertising & Promotion Mgt,4,,,,Y,United States of America,Americas,MKT,,3
NUS Business School,New York University,BIZ-DO-ZXY1389,ALTERNATIVE INVESTMENTSALTERNATIVE INVESTMENTS,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1275,BEHAVIORAL FINANCE,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1433,BRAND STRATEGY,3,,,,MKT3717,Product & Brand Management,4,,,,Y,United States of America,Americas,MKT,,3
NUS Business School,New York University,BIZ-DO-ZXY1026,COMPETITIVE ADVANTAGE FROM OPERATIONS,3,,,,DAO2703,Operations and Technology Mana,4,,,,Y,United States of America,Americas,DAO,,2
NUS Business School,New York University,BIZ-DO-ZXY1418,CONSUMER BEHAVIOR,3,,,,MKT3702,Consumer Behaviour,4,,,,Y,United States of America,Americas,MKT,,3
NUS Business School,New York University,BIZ-DO-ZXY1061,CORPORATE FINANCE,3,,,,FIN3701,Corporate Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1380,ECONOMICS OF GLOBAL BUSINESS,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1428,ECONOMICS OF GLOBAL BUSINESS,4,,,,MNO3761X,Topics in L&HCM,4,,,,Y,United States of America,Americas,MNO,,3
NUS Business School,New York University,BIZ-DO-ZXY1431,EMERGING MARKETS FINANCE,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1019,EQUITY VALUATION,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1413,FINANCIAL CRISES,4,,,,FIN3761Y,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,PU050,Financial Crisis,4,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,PU042,Financial Modelling & Analysis,3,,,,FIN3718,Value Investing in Asia,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1044,FINANCIAL STATEMENT ANALYSIS,3,,,,FIN3720,Financial Statement Analysis,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,PU045,Foundations Of Finance,4,,,,FIN2704X,Finance,4,,,,Y,United States of America,Americas,FIN,,2
NUS Business School,New York University,PU045,Foundations Of Finance,4,,,,FIN2704,Finance,4,,,,Y,United States of America,Americas,FIN,,2
NUS Business School,New York University,PU007,Foundations Of Finance,3,,,,FIN3703,Financial Markets,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,PU046,Foundations Of Finance,3,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,United States of America,Americas,FIN,,3
Faculty of Arts & Social Sci,New York University,OART-UT560560,Fundamentals of Filmmaking,4,,,,NM3230,Digital Storytelling,4,,,,Y,United States of America,Americas,NM,,3
NUS Business School,New York University,BIZ-DO-ZXY1087,FUTURES & OPTIONS,3,,,,FIN3712,Options and Futures,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1386,GETTING TO LAUNCH! THE LEAN START-UP LAB,3,,,,BSN3702,New Venture Creation,4,,,,Y,United States of America,Americas,BSN,,3
NUS Business School,New York University,BIZ-DO-ZXY1386,GETTING TO LAUNCH! THE LEAN START-UP LAB,3,,,,TR3002,New Venture Creation,4,,,,Y,United States of America,Americas,TR,,3
NUS Business School,New York University,BIZ-DO-ZXY1411,HEDGE FUND STRATEGIES,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1086,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3711,International Financial Mgt,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1195,INTERNATIONAL MARKETING MANAGEMENT,3,,,,MKT2412,Global Marketing,4,,,,Y,United States of America,Americas,MKT,,2
Faculty of Arts & Social Sci,New York University,FMTV-UT33,Introduction to Dramatic & Visual Writing,4,,,,EN2273,Introduction to Creative Writi,4,,,,Y,United States of America,Americas,EN,,2
NUS Business School,New York University,BIZ-DO-ZXY1048,INTRODUCTION TO MARKETING,4,,,,MKT1705,Principles of Marketing,4,,,,Y,United States of America,Americas,MKT,,1
NUS Business School,New York University,BIZ-DO-ZXY1048,INTRODUCTION TO MARKETING,4,,,,MKT1705X,Principles of Marketing,4,,,,Y,United States of America,Americas,MKT,,1
NUS Business School,New York University,BIZ-DO-ZXY1109,INVESTMENT BANKING,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,BIZ-DO-ZXY1020,INVESTMENT TOPICS: MICROFINANCE,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
Faculty of Arts & Social Sci,New York University,FMTV-UT4,Language of Film,3,,,,EN3742,Department Exchange Module,4,,,,Y,United States of America,Americas,EN,,3
NUS Business School,New York University,BIZ-DO-ZXY1396,MACROECONOMIC FOUNDATIONS FOR ASSET PRICES,3,,,,FIN3761Z,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
NUS Business School,New York University,PU051,Macroeconomics Foundations For Asset Prices,3,,,,FIN3761X,Topics in Finance,4,,,,Y,United States of America,Americas,FIN,,3
